group,batch_num,block,signal_num,filename
group1,10,1,16,sid3629-clean-COSINE-4174-F_close_72.wav
group1,10,1,17,sid3629-clean-COSINE-4174-F_close_72.wav
group1,10,0,18,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin0_scaled1000.0.wav
group1,10,0,19,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,10,1,20,sid3629-clean-COSINE-4174-F_close_72.wav
group1,10,1,21,sid3629-clean-COSINE-4174-F_close_72_freqbin5_scaled1000.0.wav
group1,10,3,22,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,10,3,23,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,10,0,24,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,10,0,25,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,10,2,26,sid3114-clean-COSINE-3826-M_close_132.wav
group1,10,2,27,sid3114-clean-COSINE-3826-M_close_132.wav
group1,10,0,28,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,10,0,29,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin0_scaled0.5.wav
group1,10,3,30,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,10,3,31,sid1816-anchor-COSINE-2734-M_close_91_freqbin31_scaled10.0.wav
group1,11,2,0,sid3114-clean-COSINE-3826-M_close_132.wav
group1,11,2,1,sid3114-clean-COSINE-3826-M_close_132.wav
group1,11,3,2,sid3114-clean-COSINE-3826-M_close_132.wav
group1,11,3,3,sid3114-clean-COSINE-3826-M_close_132.wav
group1,11,2,4,sid3114-clean-COSINE-3826-M_close_132.wav
group1,11,2,5,sid3114-clean-COSINE-3826-M_close_132_freqbin3_scaled0.5.wav
group1,11,3,6,sid3114-clean-COSINE-3826-M_close_132.wav
group1,11,3,7,sid3114-clean-COSINE-3826-M_close_132_freqbin2_scaled0.5.wav
group1,11,1,8,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,11,1,9,sid2579-noisy-COSINE-3231-F_array1_81_freqbin41_scaled1000.0.wav
group1,11,0,10,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin31_scaled1000.0.wav
group1,11,0,11,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,11,0,12,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin31_scaled0.5.wav
group1,11,0,13,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,11,2,14,sid3114-clean-COSINE-3826-M_close_132_freqbin3_scaled10.0.wav
group1,11,2,15,sid3114-clean-COSINE-3826-M_close_132.wav
group1,11,1,16,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,11,1,17,sid2579-noisy-COSINE-3231-F_array1_81_freqbin41_scaled0.5.wav
group1,11,1,18,sid2579-noisy-COSINE-3231-F_array1_81_freqbin41_scaled10.0.wav
group1,11,1,19,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,11,2,20,sid3114-clean-COSINE-3826-M_close_132.wav
group1,11,2,21,sid3114-clean-COSINE-3826-M_close_132_freqbin3_scaled1000.0.wav
group1,11,3,22,sid3114-clean-COSINE-3826-M_close_132_freqbin2_scaled1000.0.wav
group1,11,3,23,sid3114-clean-COSINE-3826-M_close_132.wav
group1,11,0,24,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,11,0,25,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,11,1,26,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,11,1,27,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,11,3,28,sid3114-clean-COSINE-3826-M_close_132.wav
group1,11,3,29,sid3114-clean-COSINE-3826-M_close_132_freqbin2_scaled10.0.wav
group1,11,0,30,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin31_scaled10.0.wav
group1,11,0,31,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,12,2,0,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,12,2,1,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,12,3,2,sid1816-anchor-COSINE-2734-M_close_91_freqbin3_scaled0.5.wav
group1,12,3,3,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,12,1,4,sid1816-anchor-COSINE-2734-M_close_91_freqbin2_scaled0.5.wav
group1,12,1,5,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,12,2,6,sid5333-noisy-COSINE-7408-M_array1_149_freqbin40_scaled0.5.wav
group1,12,2,7,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,12,3,8,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,12,3,9,sid1816-anchor-COSINE-2734-M_close_91_freqbin3_scaled1000.0.wav
group1,12,0,10,sid3629-clean-COSINE-4174-F_close_72.wav
group1,12,0,11,sid3629-clean-COSINE-4174-F_close_72.wav
group1,12,2,12,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,12,2,13,sid5333-noisy-COSINE-7408-M_array1_149_freqbin40_scaled1000.0.wav
group1,12,1,14,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,12,1,15,sid1816-anchor-COSINE-2734-M_close_91_freqbin2_scaled10.0.wav
group1,12,0,16,sid3629-clean-COSINE-4174-F_close_72_freqbin31_scaled0.5.wav
group1,12,0,17,sid3629-clean-COSINE-4174-F_close_72.wav
group1,12,3,18,sid1816-anchor-COSINE-2734-M_close_91_freqbin3_scaled10.0.wav
group1,12,3,19,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,12,1,20,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,12,1,21,sid1816-anchor-COSINE-2734-M_close_91_freqbin2_scaled1000.0.wav
group1,12,3,22,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,12,3,23,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,12,1,24,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,12,1,25,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,12,0,26,sid3629-clean-COSINE-4174-F_close_72_freqbin31_scaled10.0.wav
group1,12,0,27,sid3629-clean-COSINE-4174-F_close_72.wav
group1,12,0,28,sid3629-clean-COSINE-4174-F_close_72_freqbin31_scaled1000.0.wav
group1,12,0,29,sid3629-clean-COSINE-4174-F_close_72.wav
group1,12,2,30,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,12,2,31,sid5333-noisy-COSINE-7408-M_array1_149_freqbin40_scaled10.0.wav
group1,13,3,0,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,3,1,sid4715-noisy-COSINE-6463-F_array1_69_freqbin31_scaled1000.0.wav
group1,13,1,2,sid3114-clean-COSINE-3826-M_close_132.wav
group1,13,1,3,sid3114-clean-COSINE-3826-M_close_132_freqbin1_scaled10.0.wav
group1,13,2,4,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,2,5,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,2,6,sid4715-noisy-COSINE-6463-F_array1_69_freqbin41_scaled1000.0.wav
group1,13,2,7,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,0,8,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,0,9,sid4715-noisy-COSINE-6463-F_array1_69_freqbin3_scaled0.5.wav
group1,13,2,10,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,2,11,sid4715-noisy-COSINE-6463-F_array1_69_freqbin41_scaled10.0.wav
group1,13,0,12,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,0,13,sid4715-noisy-COSINE-6463-F_array1_69_freqbin3_scaled1000.0.wav
group1,13,2,14,sid4715-noisy-COSINE-6463-F_array1_69_freqbin41_scaled0.5.wav
group1,13,2,15,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,1,16,sid3114-clean-COSINE-3826-M_close_132_freqbin1_scaled1000.0.wav
group1,13,1,17,sid3114-clean-COSINE-3826-M_close_132.wav
group1,13,1,18,sid3114-clean-COSINE-3826-M_close_132.wav
group1,13,1,19,sid3114-clean-COSINE-3826-M_close_132_freqbin1_scaled0.5.wav
group1,13,3,20,sid4715-noisy-COSINE-6463-F_array1_69_freqbin31_scaled0.5.wav
group1,13,3,21,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,0,22,sid4715-noisy-COSINE-6463-F_array1_69_freqbin3_scaled10.0.wav
group1,13,0,23,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,3,24,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,3,25,sid4715-noisy-COSINE-6463-F_array1_69_freqbin31_scaled10.0.wav
group1,13,1,26,sid3114-clean-COSINE-3826-M_close_132.wav
group1,13,1,27,sid3114-clean-COSINE-3826-M_close_132.wav
group1,13,0,28,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,0,29,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,3,30,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,13,3,31,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,14,2,0,sid2579-noisy-COSINE-3231-F_array1_81_freqbin2_scaled10.0.wav
group1,14,2,1,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,14,0,2,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,14,0,3,sid2579-noisy-COSINE-3231-F_array1_81_freqbin0_scaled1000.0.wav
group1,14,2,4,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,14,2,5,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,14,3,6,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin5_scaled10.0.wav
group1,14,3,7,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,14,1,8,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,14,1,9,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,14,3,10,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,14,3,11,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin5_scaled1000.0.wav
group1,14,1,12,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,14,1,13,sid5333-noisy-COSINE-7408-M_array1_149_freqbin2_scaled0.5.wav
group1,14,3,14,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,14,3,15,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin5_scaled0.5.wav
group1,14,0,16,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,14,0,17,sid2579-noisy-COSINE-3231-F_array1_81_freqbin0_scaled10.0.wav
group1,14,1,18,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,14,1,19,sid5333-noisy-COSINE-7408-M_array1_149_freqbin2_scaled1000.0.wav
group1,14,1,20,sid5333-noisy-COSINE-7408-M_array1_149_freqbin2_scaled10.0.wav
group1,14,1,21,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,14,0,22,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,14,0,23,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,14,2,24,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,14,2,25,sid2579-noisy-COSINE-3231-F_array1_81_freqbin2_scaled1000.0.wav
group1,14,3,26,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,14,3,27,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group1,14,0,28,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,14,0,29,sid2579-noisy-COSINE-3231-F_array1_81_freqbin0_scaled0.5.wav
group1,14,2,30,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,14,2,31,sid2579-noisy-COSINE-3231-F_array1_81_freqbin2_scaled0.5.wav
group1,15,3,0,sid3629-clean-COSINE-4174-F_close_72.wav
group1,15,3,1,sid3629-clean-COSINE-4174-F_close_72.wav
group1,15,0,2,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,15,0,3,sid1816-anchor-COSINE-2734-M_close_91_freqbin5_scaled1000.0.wav
group1,15,2,4,sid5333-noisy-COSINE-7408-M_array1_149_freqbin0_scaled0.5.wav
group1,15,2,5,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,15,3,6,sid3629-clean-COSINE-4174-F_close_72_freqbin3_scaled1000.0.wav
group1,15,3,7,sid3629-clean-COSINE-4174-F_close_72.wav
group1,15,2,8,sid5333-noisy-COSINE-7408-M_array1_149_freqbin0_scaled10.0.wav
group1,15,2,9,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,15,1,10,sid3114-clean-COSINE-3826-M_close_132.wav
group1,15,1,11,sid3114-clean-COSINE-3826-M_close_132_freqbin4_scaled10.0.wav
group1,15,1,12,sid3114-clean-COSINE-3826-M_close_132.wav
group1,15,1,13,sid3114-clean-COSINE-3826-M_close_132.wav
group1,15,2,14,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,15,2,15,sid5333-noisy-COSINE-7408-M_array1_149_freqbin0_scaled1000.0.wav
group1,15,2,16,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,15,2,17,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,15,3,18,sid3629-clean-COSINE-4174-F_close_72.wav
group1,15,3,19,sid3629-clean-COSINE-4174-F_close_72_freqbin3_scaled10.0.wav
group1,15,0,20,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,15,0,21,sid1816-anchor-COSINE-2734-M_close_91_freqbin5_scaled10.0.wav
group1,15,1,22,sid3114-clean-COSINE-3826-M_close_132_freqbin4_scaled1000.0.wav
group1,15,1,23,sid3114-clean-COSINE-3826-M_close_132.wav
group1,15,3,24,sid3629-clean-COSINE-4174-F_close_72.wav
group1,15,3,25,sid3629-clean-COSINE-4174-F_close_72_freqbin3_scaled0.5.wav
group1,15,0,26,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,15,0,27,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,15,1,28,sid3114-clean-COSINE-3826-M_close_132.wav
group1,15,1,29,sid3114-clean-COSINE-3826-M_close_132_freqbin4_scaled0.5.wav
group1,15,0,30,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,15,0,31,sid1816-anchor-COSINE-2734-M_close_91_freqbin5_scaled0.5.wav
group1,16,0,0,sid3629-clean-COSINE-4174-F_close_72.wav
group1,16,0,1,sid3629-clean-COSINE-4174-F_close_72_freqbin1_scaled1000.0.wav
group1,16,1,2,sid3114-clean-COSINE-3826-M_close_132_freqbin40_scaled0.5.wav
group1,16,1,3,sid3114-clean-COSINE-3826-M_close_132.wav
group1,16,2,4,sid2579-noisy-COSINE-3231-F_array1_81_freqbin4_scaled10.0.wav
group1,16,2,5,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,16,1,6,sid3114-clean-COSINE-3826-M_close_132.wav
group1,16,1,7,sid3114-clean-COSINE-3826-M_close_132.wav
group1,16,2,8,sid2579-noisy-COSINE-3231-F_array1_81_freqbin4_scaled1000.0.wav
group1,16,2,9,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,16,2,10,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,16,2,11,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,16,0,12,sid3629-clean-COSINE-4174-F_close_72.wav
group1,16,0,13,sid3629-clean-COSINE-4174-F_close_72.wav
group1,16,1,14,sid3114-clean-COSINE-3826-M_close_132.wav
group1,16,1,15,sid3114-clean-COSINE-3826-M_close_132_freqbin40_scaled10.0.wav
group1,16,0,16,sid3629-clean-COSINE-4174-F_close_72_freqbin1_scaled0.5.wav
group1,16,0,17,sid3629-clean-COSINE-4174-F_close_72.wav
group1,16,3,18,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,16,3,19,sid4715-noisy-COSINE-6463-F_array1_69_freqbin5_scaled10.0.wav
group1,16,1,20,sid3114-clean-COSINE-3826-M_close_132.wav
group1,16,1,21,sid3114-clean-COSINE-3826-M_close_132_freqbin40_scaled1000.0.wav
group1,16,3,22,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,16,3,23,sid4715-noisy-COSINE-6463-F_array1_69_freqbin5_scaled1000.0.wav
group1,16,2,24,sid2579-noisy-COSINE-3231-F_array1_81_freqbin4_scaled0.5.wav
group1,16,2,25,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,16,3,26,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,16,3,27,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,16,3,28,sid4715-noisy-COSINE-6463-F_array1_69_freqbin5_scaled0.5.wav
group1,16,3,29,sid4715-noisy-COSINE-6463-F_array1_69.wav
group1,16,0,30,sid3629-clean-COSINE-4174-F_close_72_freqbin1_scaled10.0.wav
group1,16,0,31,sid3629-clean-COSINE-4174-F_close_72.wav
group1,17,1,0,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,17,1,1,sid1816-anchor-COSINE-2734-M_close_91_freqbin1_scaled1000.0.wav
group1,17,3,2,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,17,3,3,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin2_scaled10.0.wav
group1,17,1,4,sid1816-anchor-COSINE-2734-M_close_91_freqbin1_scaled0.5.wav
group1,17,1,5,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,17,1,6,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,17,1,7,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,17,2,8,sid5333-noisy-COSINE-7408-M_array1_149_freqbin5_scaled10.0.wav
group1,17,2,9,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,17,3,10,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin2_scaled1000.0.wav
group1,17,3,11,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,17,0,12,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,17,0,13,sid2579-noisy-COSINE-3231-F_array1_81_freqbin40_scaled10.0.wav
group1,17,0,14,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,17,0,15,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,17,3,16,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin2_scaled0.5.wav
group1,17,3,17,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,17,2,18,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,17,2,19,sid5333-noisy-COSINE-7408-M_array1_149_freqbin5_scaled0.5.wav
group1,17,2,20,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,17,2,21,sid5333-noisy-COSINE-7408-M_array1_149_freqbin5_scaled1000.0.wav
group1,17,2,22,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,17,2,23,sid5333-noisy-COSINE-7408-M_array1_149.wav
group1,17,3,24,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,17,3,25,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group1,17,0,26,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,17,0,27,sid2579-noisy-COSINE-3231-F_array1_81_freqbin40_scaled1000.0.wav
group1,17,1,28,sid1816-anchor-COSINE-2734-M_close_91.wav
group1,17,1,29,sid1816-anchor-COSINE-2734-M_close_91_freqbin1_scaled10.0.wav
group1,17,0,30,sid2579-noisy-COSINE-3231-F_array1_81.wav
group1,17,0,31,sid2579-noisy-COSINE-3231-F_array1_81_freqbin40_scaled0.5.wav
group2,0,0,0,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin6_scaled1000.0.wav
group2,0,0,1,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group2,0,1,2,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin26_scaled1000.0.wav
group2,0,1,3,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,0,1,4,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,0,1,5,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,0,0,6,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group2,0,0,7,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin6_scaled0.5.wav
group2,0,3,8,sid3114-clean-COSINE-3826-M_close_132.wav
group2,0,3,9,sid3114-clean-COSINE-3826-M_close_132_freqbin15_scaled0.5.wav
group2,0,3,10,sid3114-clean-COSINE-3826-M_close_132.wav
group2,0,3,11,sid3114-clean-COSINE-3826-M_close_132_freqbin15_scaled1000.0.wav
group2,0,2,12,sid3629-clean-COSINE-4174-F_close_72_freqbin26_scaled0.5.wav
group2,0,2,13,sid3629-clean-COSINE-4174-F_close_72.wav
group2,0,2,14,sid3629-clean-COSINE-4174-F_close_72_freqbin26_scaled1000.0.wav
group2,0,2,15,sid3629-clean-COSINE-4174-F_close_72.wav
group2,0,0,16,sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin6_scaled10.0.wav
group2,0,0,17,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group2,0,3,18,sid3114-clean-COSINE-3826-M_close_132_freqbin15_scaled10.0.wav
group2,0,3,19,sid3114-clean-COSINE-3826-M_close_132.wav
group2,0,2,20,sid3629-clean-COSINE-4174-F_close_72_freqbin26_scaled10.0.wav
group2,0,2,21,sid3629-clean-COSINE-4174-F_close_72.wav
group2,0,3,22,sid3114-clean-COSINE-3826-M_close_132.wav
group2,0,3,23,sid3114-clean-COSINE-3826-M_close_132.wav
group2,0,1,24,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin26_scaled10.0.wav
group2,0,1,25,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,0,2,26,sid3629-clean-COSINE-4174-F_close_72.wav
group2,0,2,27,sid3629-clean-COSINE-4174-F_close_72.wav
group2,0,1,28,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,0,1,29,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin26_scaled0.5.wav
group2,0,0,30,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group2,0,0,31,sid0999-noisy-COSINE-1399-F_array1_68-truncated.wav
group2,1,3,0,sid1816-anchor-COSINE-2734-M_close_91_freqbin26_scaled10.0.wav
group2,1,3,1,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,1,0,2,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,1,0,3,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin12_scaled0.5.wav
group2,1,3,4,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,1,3,5,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,1,2,6,sid5333-noisy-COSINE-7408-M_array1_149.wav
group2,1,2,7,sid5333-noisy-COSINE-7408-M_array1_149.wav
group2,1,2,8,sid5333-noisy-COSINE-7408-M_array1_149.wav
group2,1,2,9,sid5333-noisy-COSINE-7408-M_array1_149_freqbin17_scaled0.5.wav
group2,1,1,10,sid5333-noisy-COSINE-7408-M_array1_149.wav
group2,1,1,11,sid5333-noisy-COSINE-7408-M_array1_149.wav
group2,1,2,12,sid5333-noisy-COSINE-7408-M_array1_149_freqbin17_scaled1000.0.wav
group2,1,2,13,sid5333-noisy-COSINE-7408-M_array1_149.wav
group2,1,1,14,sid5333-noisy-COSINE-7408-M_array1_149.wav
group2,1,1,15,sid5333-noisy-COSINE-7408-M_array1_149_freqbin15_scaled10.0.wav
group2,1,3,16,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,1,3,17,sid1816-anchor-COSINE-2734-M_close_91_freqbin26_scaled1000.0.wav
group2,1,3,18,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,1,3,19,sid1816-anchor-COSINE-2734-M_close_91_freqbin26_scaled0.5.wav
group2,1,0,20,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,1,0,21,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,1,1,22,sid5333-noisy-COSINE-7408-M_array1_149.wav
group2,1,1,23,sid5333-noisy-COSINE-7408-M_array1_149_freqbin15_scaled0.5.wav
group2,1,2,24,sid5333-noisy-COSINE-7408-M_array1_149.wav
group2,1,2,25,sid5333-noisy-COSINE-7408-M_array1_149_freqbin17_scaled10.0.wav
group2,1,0,26,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin12_scaled10.0.wav
group2,1,0,27,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,1,0,28,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,1,0,29,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin12_scaled1000.0.wav
group2,1,1,30,sid5333-noisy-COSINE-7408-M_array1_149.wav
group2,1,1,31,sid5333-noisy-COSINE-7408-M_array1_149_freqbin15_scaled1000.0.wav
group2,2,3,0,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,2,3,1,sid1816-anchor-COSINE-2734-M_close_91_freqbin14_scaled10.0.wav
group2,2,0,2,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin15_scaled1000.0.wav
group2,2,0,3,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,2,1,4,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin14_scaled10.0.wav
group2,2,1,5,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,2,0,6,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,2,0,7,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin15_scaled0.5.wav
group2,2,3,8,sid1816-anchor-COSINE-2734-M_close_91_freqbin14_scaled0.5.wav
group2,2,3,9,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,2,3,10,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,2,3,11,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,2,2,12,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,2,2,13,sid1816-anchor-COSINE-2734-M_close_91_freqbin17_scaled10.0.wav
group2,2,1,14,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,2,1,15,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin14_scaled0.5.wav
group2,2,2,16,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,2,2,17,sid1816-anchor-COSINE-2734-M_close_91_freqbin17_scaled0.5.wav
group2,2,0,18,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,2,0,19,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,2,2,20,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,2,2,21,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,2,2,22,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,2,2,23,sid1816-anchor-COSINE-2734-M_close_91_freqbin17_scaled1000.0.wav
group2,2,1,24,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,2,1,25,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,2,1,26,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin14_scaled1000.0.wav
group2,2,1,27,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,2,3,28,sid1816-anchor-COSINE-2734-M_close_91.wav
group2,2,3,29,sid1816-anchor-COSINE-2734-M_close_91_freqbin14_scaled1000.0.wav
group2,2,0,30,sid0101-clean-COSINE-0100-M_close_202-truncated.wav
group2,2,0,31,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin15_scaled10.0.wav
group2,3,2,0,sid2579-noisy-COSINE-3231-F_array1_81_freqbin20_scaled1000.0.wav
group2,3,2,1,sid2579-noisy-COSINE-3231-F_array1_81.wav
group2,3,3,2,sid2579-noisy-COSINE-3231-F_array1_81.wav
group2,3,3,3,sid2579-noisy-COSINE-3231-F_array1_81_freqbin26_scaled0.5.wav
group2,3,0,4,sid1816-anchor-COSINE-2734-M_close_91_freqbin6_scaled1000.0.wav
group2,3,0,5,sid1816-anchor-COSINE-2734-M_close_91.wav
